Lot NO,Melt No,Melt Denier,Melt g/den,Melt (%),Melt (gf),Melt Weight(g),Melt temp,Pack Press (psi),"1 G/R Speed
(mpm)","Batch
No.","Spool
No.",Coating Straight,"Coating
EP","Coating
USP","Coating
Knot security","Coating
Diameter","Coating
Tie-down",Fast 1W Avg,Fast 1W Min ,Fast 1W %,Moisture
,8,90.3,7.96,32.61,719,"1,334",259,"1,303",465,,,,,,,,,,,,
,9,91,7.806,31.24,710,"1,337",259.1,"1,305",465,,,,,,,,,,,,
,10,90.5,7.934,31.48,718,"1,336",259.1,"1,304",460,,,,,,,,,,,,
,11,90,7.615,28.66,685,643,259,"1,304",460,,,,,,,,,,,,
,12,90,7.845,32.53,706,"1,335",259,"1,311",465,,,,,,,,,,,,
,13,90.4,7.819,31.56,707,"1,334",259,"1,314",465,,,,,,,,,,,,
,14,90,7.734,31.07,696,"1,335",259,"1,312",465,,,,,,,,,,,,
,15,91,7.963,31.07,725,"1,334",259,"1,314",465,,,,,,,,,,,,
,16,90,7.978,30.57,718,"1,335",259,"1,305",465,,,,,,,,,,,,
,17,90.3,7.54,30.73,681,"1,336",259,"1,302",465,,,,,,,,,,,,
,18,91,7.796,31.47,710,"1,317",259,"1,302",460,,,,,,,,,,,,
,19,90.2,7.682,30.87,693,"1,331",259,"1,296",460,,,,,,,,,,,,
,20,90,7.802,30.3,702,"1,280",259,"1,300",460,,,,,,,,,,,,
,21,90,7.644,30.84,688,"1,303",259,"1,307",470,,,,,,,,,,,,
,22,90,7.808,35.42,702,"1,272",259,"1,334",485,,,,,,,,,,,,
,23,90.5,7.748,32.01,701,"1,338",259,"1,340",485,,,,,,,,,,,,
,24,90.6,7.785,34.13,706,561,259,"1,340",485,,,,,,,,,,,,
TSSR12207V012,1,90.4,7.91,31.03,715,"1,355",262,"1,219",460,1st,26,13.67,7.87,7.06,7.11,0.489,0.88,5.38,5.01,68%,70
,2,90,8.261,29.22,743,"1,343",262.3,"1,223",460,2nd-1,36,,7.78,,6.91,0.496,,5.92,5.48,76%,58
,3,90,8.094,30.66,729,"1,344",262.3,"1,225",460,2nd-2,58,,7.89,,6.65,0.489,,5.8,5.56,74%,
,4,91,7.587,27.03,690,"1,331",262.3,"1,223",460,3rd-1,68,,8.02,,6.42,0.487,,5.61,5.54,70%,
,5,91,7.905,29.49,719,"1,343",262.3,"1,249",460,3rd-2,90,,7.58,,6.67,0.49,,5.61,5.18,74%,
,6,90.3,8.031,30.75,725,"1,344",262.2,"1,243",460,4th,106,,7.74,,6.6,0.482,,6.08,5.9,79%,
,7,90.5,7.71,31.46,697,"1,343",262,"1,252",460,,,,,,,,,,,,
,8,90.7,7.704,28.82,639,"1,343",261.7,"1,270",460,,,,,,,,,,,,
,9,91,7.71,29.59,695,"1,343",261.6,"1,271",460,,,,,,,,,,,,
,10,90.3,7.7,29.25,696,"1,340",261.7,"1,279",460,,,,,,,,,,,,
,11,90.5,7.514,29.49,680,"1,343",262.3,"1,284",460,,,,,,,,,,,,
,12,90.3,7.714,31.88,697,"1,341",262.2,"1,270",460,,,,,,,,,,,,
,13,90,7.833,29.52,705,"1,342",262.2,"1,285",460,,,,,,,,,,,,
,14,90.2,7.545,28.4,681,"1,342",262.3,"1,293",460,,,,,,,,,,,,
,15,90.3,7.895,29.06,713,"1,337",262.3,"1,287",460,,,,,,,,,,,,
,16,91,7.797,29.23,710,"1,338",262.3,"1,287",460,,,,,,,,,,,,
,17,90.5,7.849,30.18,710,"1,340",262.2,"1,277",460,,,,,,,,,,,,
,18,90.2,7.862,30.52,709,"1,343",262.3,"1,278",460,,,,,,,,,,,,
,19,90,7.84,29.75,706,"1,340",262,"1,284",460,,,,,,,,,,,,
,20,90.6,7.873,30.95,713,"1,341",262,"1,297",460,,,,,,,,,,,,
,21,90,8.039,30.91,724,"1,340",262,"1,325",470,,,,,,,,,,,,
,22,90,7.963,30.91,716,601,262,"1,325",470,,,,,,,,,,,,
TSSR12207V013,1,90.5,8.21,33.2,743,"1,334",264.8,"1,336",480,1st-1,10,13.54,8.19,7.56,6.56,0.499,1.07,5.74,5.57,70%,148
,2,91,8.104,32.7,737,"1,354",,,,1st-2,24,,8.08,,7.37,0.478,,5.99,5.84,74%,105
,3,90.5,8.043,30.93,728,"1,337",264.8,"1,349",480,2nd,34,,7.79,,7.17,0.477,,5.98,5.49,77%,
,4,91,8.253,30.07,751,"1,358",,,,3rd-1,64,,8.01,,7.43,0.498,,5.6,5.48,70%,
,5,90.5,7.994,27.1,719,"1,340",264.8,"1,350",480,3rd-2,82,,8.04,,6.59,0.486,,5.85,5.35,73%,
,6,91,8.126,30.18,735,"1,364",,,,4th,93,,7.81,,7.01,0.486,,6.38,6.15,82%,
,7,90,8.127,31.55,731,"1,337",264.8,"1,356",480,,,,,,,,,,,,
,8,91,8.117,32.82,744,"1,355",,,,,,,,,,,,,,,
,9,91,8.388,31.99,763,"1,336",264.8,"1,366",480,,,,,,,,,,,,
,10,91,7.988,33.66,727,"1,346",,,,,,,,,,,,,,,
,11,90.5,7.88,30.55,713,"1,336",264.8,"1,371",480,,,,,,,,,,,,
,12,91,8.026,31.57,730,"1,355",,,,,,,,,,,,,,,
,13,90.7,8.041,32.49,729,"1,336",264.8,"1,376",480,,,,,,,,,,,,
,14,91.2,8.269,29.16,754,"1,354",,,,,,,,,,,,,,,
,15,90.5,8.251,25.95,747,"1,335",264.7,"1,381",480,,,,,,,,,,,,
,16,91.4,8.318,29.8,760,"1,355",,,,,,,,,,,,,,,
,17,90,7.895,29.37,711,663,264.8,"1,380",477,,,,,,,,,,,,
,18,90.5,7.988,31.52,723,673,,,,,,,,,,,,,,,
TSSR12207V014,1,90,7.74,29.34,697,352,264.4,"1,212",445,1st,18,13.09,7.8,7.12,6.54,0.489,0.83,5.45,5.23,70%,149
,2,90,7.819,28.48,704,"1,341",264.1,"1,222",445,2nd,50,,7.86,,6.73,0.489,,5.58,5.39,71%,139
,3,90.5,7.985,25.45,715,"1,337",264.2,"1,230",445,3rd,82,,8.05,,6.75,0.482,,6,5.64,75%,179
,4,90,7.511,24.37,676,"1,337",264.2,"1,220",445,4th-1,96,,7.98,,6.46,0.478,,6.03,5.84,76%,
,5,90.3,8.642,22.73,780,"1,341",264.2,"1,236",445,4th-2,117,,8.1,,6.63,0.483,,5.6,5.31,69%,
,6,90.5,8.21,25.48,743,"1,337",264.5,"1,242",455,5th,127,,8.02,,6.96,0.487,,5.78,5.51,72%,
,7,91,7.951,31.05,724,"1,340",264.5,"1,262",465,,,,,,,,,,,,
,8,90,8.208,29.93,739,"1,340",264.3,"1,265",465,,,,,,,,,,,,
,9,90.5,7.639,25.74,691,"1,341",264.4,"1,277",465,,,,,,,,,,,,
,10,90.5,7.975,29.87,722,"1,340",264.4,"1,280",465,,,,,,,,,,,,
,11,91,8.119,28.53,739,"1,340",264.4,"1,275",465,,,,,,,,,,,,
,12,90.3,8.266,29.04,747,"1,339",264.4,"1,274",475,,,,,,,,,,,,
,13,92,7.827,32.44,720,"1,335",264.3,"1,275",475,,,,,,,,,,,,
,14,90,7.769,30.74,699,"1,342",264.4,"1,274",475,,,,,,,,,,,,
,15,90,7.843,30.96,706,"1,337",264.4,"1,276",475,,,,,,,,,,,,
,16,90.2,8.215,32.24,740,"1,316",264.4,"1,290",485,,,,,,,,,,,,
,17,90.5,7.679,33.52,694,"1,337",264.4,"1,295",485,,,,,,,,,,,,
,18,90,7.615,32.51,685,"1,339",264.4,"1,300",485,,,,,,,,,,,,
,19,90.4,7.801,31.77,706,"1,341",264.2,"1,304",485,,,,,,,,,,,,
,20,90.1,8.016,33.72,722,567,264.2,"1,310",485,,,,,,,,,,,,
,21,90.2,7.648,31.38,689,"1,303",264,"1,332",495,,,,,,,,,,,,
,22,90,7.519,31.93,677,"1,307",264.3,"1,333",500,,,,,,,,,,,,
,23,90,7.75,31.5,697,"1,338",264.5,"1,320",500,,,,,,,,,,,,
,24,90,7.574,32.8,682,"1,337",264.5,"1,334",500,,,,,,,,,,,,
TSSR12207V015,1,90,8.323,31.52,749,165,258.8,"1,261",455,1st,14,13.26,8.33,7.66,6.76,0.498,0.92,5.96,5.82,72%,68
,2,90,8.138,31.15,732,656,260.7,"1,266",460,2nd-1,38,,8.52,,7.33,0.492,,5.91,5.66,69%,185
,3,90.5,7.637,31.22,691,"1,332",260.8,"1,272",455,2nd-2,60,,8.42,,6.47,0.483,,5.99,5.2,71%,
,4,90,7.894,32.35,711,"1,328",260.8,"1,293",455,3rd,86,,8.43,,6.71,0.486,,6.12,5.96,73%,
,5,90,7.992,32.67,719,"1,333",261,"1,294",455,4th,94,,8.08,,6.21,0.484,,5.8,5.55,72%,
,6,90,8.011,30.61,721,"1,336",260.8,"1,289",450,,,,,,,,,,,,
,7,90,8.347,32.82,751,"1,333",261,"1,300",450,,,,,,,,,,,,
,8,90,8.036,32.12,724,"1,333",260.7,"1,273",450,,,,,,,,,,,,
,9,90,7.736,32.54,697,"1,332",260.8,"1,260",450,,,,,,,,,,,,
,10,90.5,7.76,31.91,702,"1,334",260.6,"1,260",450,,,,,,,,,,,,
,11,90,8.223,32.41,741,"1,341",260.6,"1,261",450,,,,,,,,,,,,
,12,90,7.724,29.51,695,"1,334",261,"1,296",450,,,,,,,,,,,,
,13,90,8.531,27.28,768,"1,325",260.9,"1,295",450,,,,,,,,,,,,
,14,90,8.038,32.03,724,"1,329",261,"1,290",450,,,,,,,,,,,,
,15,91,7.582,30.48,690,"1,333",261,"1,300",450,,,,,,,,,,,,
,16,90.5,7.796,30.63,706,"1,330",261,"1,294",450,,,,,,,,,,,,
,17,90,8,32.13,720,"1,342",261,"1,304",450,,,,,,,,,,,,
,18,90.5,8.162,29.74,738,"1,335",261,"1,298",450,,,,,,,,,,,,
,19,91,7.844,31.14,714,716,261,"1,300",450,,,,,,,,,,,,
TSSR12207V016,1,91,7.77,32.95,707,"1,336",264.5,"1,335",500,1st-1,2,13.15,7.95,7.07,6.6,0.483,0.93,5.72,5.51,72%,58
,2,90,7.883,32.8,709,"1,336",264.5,"1,330",490,1st-2,22,,7.92,,6.16,0.475,,5.67,5.08,72%,152
,3,90.3,7.752,33.64,700,"1,338",264.5,"1,333",490,2nd,46,,7.98,,6.41,0.476,,5.69,4.84,71%,200
,4,91,7.696,34.18,700,"1,333",264.6,"1,336",490,3rd,86,,8.25,,5.57,0.483,,5.9,5.22,72%,
,5,90.8,7.759,30.74,705,"1,337",264.6,"1,334",490,,,,,,,,,,,,
,6,90,7.674,32.71,691,"1,336",264.5,"1,350",490,,,,,,,,,,,,
,7,90,7.561,31.15,681,"1,335",264.6,"1,346",490,,,,,,,,,,,,
,8,90.5,7.542,31.97,683,"1,331",264.6,"1,353",490,,,,,,,,,,,,
,9,90,8.023,29.11,722,"1,328",264.6,"1,350",490,,,,,,,,,,,,
,10,90.4,7.892,31.68,713,"1,329",264.5,"1,349",490,,,,,,,,,,,,
,11,90,7.502,28.22,675,"1,335",262.3,"1,355",480,,,,,,,,,,,,
,12,90.5,7.802,30.2,706,"1,333",262.2,"1,353",475,,,,,,,,,,,,
,13,90,8.259,31.05,743,"1,332",262.3,"1,359",475,,,,,,,,,,,,
,14,90,7.613,30.67,686,"1,332",262.4,"1,360",475,,,,,,,,,,,,
,15,90,7.66,30.7,689,"1,326",262.8,"1,378",475,,,,,,,,,,,,
,16,90,7.637,30.42,688,"1,329",262.7,"1,394",480,,,,,,,,,,,,
,17,90.5,7.566,31.17,685,"1,264",262.7,"1,392",480,,,,,,,,,,,,
,18,90,7.66,32.68,689,"1,327",262.8,"1,386",480,,,,,,,,,,,,
,19,90,7.512,32.03,676,"1,326",262.6,"1,400",480,,,,,,,,,,,,
,20,90,7.605,29.1,684,"1,326",262.7,"1,411",480,,,,,,,,,,,,
,21,90,8.087,28.95,728,"1,327",262.7,"1,409",480,,,,,,,,,,,,
,22,90,7.764,29.22,699,"1,326",262.5,"1,404",480,,,,,,,,,,,,
,23,90,7.597,30.43,684,"1,325",262.6,"1,407",480,,,,,,,,,,,,
TSSR12208V001,1,90,8.235,28.26,741,"1,344",264.9,"1,354",480,1st,10,12.9,8.1,7.05,6.89,0.487,0.93,5.35,5.2,66%,142
,2,90,8.477,30.12,763,"1,349",,,,2nd,58,,7.92,,6.7,0.485,,5.36,5.17,68%,174
,3,90.5,7.994,23.74,723,"1,352",265,"1,352",480,3rd-1,80,,7.92,,6.72,0.499,,5.79,5.43,73%,
,4,90.5,8.164,30.05,739,"1,347",,,,3rd-2,90,,8.46,,6.68,0.495,,5.5,5.28,65%,
,5,90.5,8.475,28.95,767,"1,347",265,"1,354",480,4th,99,,8.42,,6.87,0.494,,6,5.74,71%,
,6,90.5,8.614,30.64,780,"1,347",,,,,,,,,,,,,,,
,7,90.5,8.427,28.74,763,"1,347",265,"1,352",480,,,,,,,,,,,,
,8,91,8.6,29.7,783,"1,347",,,,,,,,,,,,,,,
,9,91,8.757,31.07,788,"1,344",264.9,"1,360",480,,,,,,,,,,,,
,10,90,8.995,28.05,819,"1,343",,,,,,,,,,,,,,,
,11,91,8.734,30.03,795,"1,350",265,"1,364",475,,,,,,,,,,,,
,12,90.5,8.643,29.89,782,"1,340",,,,,,,,,,,,,,,
,13,91,8.461,31.84,770,"1,351",264.9,"1,367",475,,,,,,,,,,,,
,14,90,8.391,31.22,755,"1,340",,,,,,,,,,,,,,,
,15,90.2,7.831,27.82,707,"1,339",265.8,"1,347",480,,,,,,,,,,,,
,16,91.2,8.083,29.82,732,"1,351",,,,,,,,,,,,,,,
,17,91,8.039,28.76,732,"1,346",265.9,"1,345",480,,,,,,,,,,,,
,18,91,7.756,28.05,706,"1,340",,,,,,,,,,,,,,,
TSSR12208V002,1,90,7.851,29.28,707,"1,322",262.7,"1,277",455,1st,2,13.62,8.21,7.22,6.94,0.491,0.95,5.42,5.03,66%,153
,2,90.2,8.089,27.26,729,"1,332",262.8,"1,340",460,2nd,50,,8.13,,6.83,0.496,,5.46,5.07,67%,86
,3,90.5,8.535,28.49,772,"1,348",262.8,"1,357",460,3rd-1,72,,8.03,,6.63,0.493,,5.62,5.2,70%,153
,4,91,8.604,26.31,783,"1,348",262.8,"1,363",460,3rd-2,82,,8.13,,6.77,0.493,,5.33,5.13,66%,
,5,90.5,7.984,28.77,722,"1,344",262.8,"1,370",470,4th,114,,7.99,,6.7,0.492,,5.31,4.95,66%,
,6,91,7.616,27.19,693,"1,348",262.8,"1,387",470,,,,,,,,,,,,
,7,90.4,7.737,26.87,699,"1,344",262.8,"1,395",470,,,,,,,,,,,,
,8,91,8.032,27.39,731,"1,343",262.8,"1,397",470,,,,,,,,,,,,
,9,90.5,7.52,27.09,681,"1,343",262.8,"1,394",475,,,,,,,,,,,,
,10,91.5,7.799,30.65,714,"1,343",262.7,"1,400",475,,,,,,,,,,,,
,11,90.5,7.807,29.49,707,"1,343",262.7,"1,401",475,,,,,,,,,,,,
,12,90.5,7.815,30.53,707,353,262.5,"1,408",475,,,,,,,,,,,,
,13,90.3,7.826,31.11,707,144,262.5,"1,400",480,,,,,,,,,,,,
,14,90.2,7.705,31.58,695,"1,324",261.5,"1,434",485,,,,,,,,,,,,
,15,90,7.773,31.4,700,"1,303",261.5,"1,370",470,,,,,,,,,,,,
,16,91,7.696,29.54,701,"1,335",261.6,"1,380",470,,,,,,,,,,,,
,17,90.5,7.972,31.96,722,187,261.6,"1,380",470,,,,,,,,,,,,
,18,90.5,7.53,29.34,681,537,261.5,"1,384",470,,,,,,,,,,,,
,19,91,8.198,29.28,746,"1,335",261.5,"1,384",445,,,,,,,,,,,,
,20,90.5,8.054,28.77,729,"1,347",261.4,"1,391",445,,,,,,,,,,,,
,21,91,7.74,28.25,704,"1,345",261.4,"1,390",445,,,,,,,,,,,,
,22,90,8.076,28.8,727,"1,346",261.5,"1,391",445,,,,,,,,,,,,
,23,91,7.704,28.45,701,"1,349",261.5,"1,405",445,,,,,,,,,,,,
,24,90.5,7.777,27.36,704,"1,343",261.2,"1,390",445,,,,,,,,,,,,
TSSR12208V003,1,91.5,7.87,28.87,720,"1,349",261.6,"1,288",440,1st,26,13.37,8.12,7.15,6.77,0.476,0.95,5.87,5.73,72%,125
,2,91,7.638,26.58,695,"1,360",261.6,"1,279",440,2nd-1,36,,8.44,,7.2,0.486,,5.39,5.03,64%,140
,3,91,7.694,27.24,701,"1,346",261.7,"1,294",440,2nd-2,58,,8.32,,7.48,0.498,,,,,97
,4,91,7.818,28.96,712,"1,358",261.7,"1,289",440,3rd,90,,7.87,,6.84,0.493,,,,,
,5,90.5,7.858,28.45,711,"1,351",261.7,"1,277",440,4th,122,,8.36,,7.08,0.487,,,,,
,6,90,7.588,29.08,687,"1,356",261.7,"1,278",440,5th,132,,8.35,,6.99,0.492,,,,,
,7,90.7,7.821,28.71,710,391,261.6,"1,273",440,,,,,,,,,,,,
,8,91,7.672,27.16,698,"1,355",261.6,"1,292",440,,,,,,,,,,,,
,9,91,7.903,30.15,719,"1,357",261.7,"1,293",440,,,,,,,,,,,,
,10,91,7.684,27.31,699,"1,356",261.7,"1,290",440,,,,,,,,,,,,
,11,91.2,8.074,25.22,736,"1,354",261.7,"1,307",440,,,,,,,,,,,,
,12,91.5,7.779,27.14,712,172,261.7,"1,312",440,,,,,,,,,,,,
,13,91,7.738,30.12,704,"1,356",261.6,"1,254",440,,,,,,,,,,,,
,14,91,7.884,24.89,717,"1,356",261.6,"1,262",430,,,,,,,,,,,,
,15,91,7.977,21.26,726,"1,357",261.6,"1,270",430,,,,,,,,,,,,
,16,91,8.295,21.99,755,"1,355",261.6,"1,274",430,,,,,,,,,,,,
,17,91.5,7.825,28.46,716,"1,357",261.6,"1,286",435,,,,,,,,,,,,
,18,91,8.213,26.84,747,"1,357",261.6,"1,288",435,,,,,,,,,,,,
,19,91,7.636,29.11,695,"1,347",261.7,"1,287",435,,,,,,,,,,,,
,20,90,7.586,27.84,683,"1,351",261.6,"1,300",435,,,,,,,,,,,,
,21,90.5,7.706,29.55,697,"1,352",261.6,"1,286",435,,,,,,,,,,,,
,22,90.7,7.713,29.07,699,"1,352",261.7,"1,285",435,,,,,,,,,,,,
,23,91,7.646,28.69,696,"1,355",261.8,"1,287",430,,,,,,,,,,,,
,24,91,7.602,27.81,692,"1,337",261.5,"1,292",430,,,,,,,,,,,,
,25,90,8.474,23.83,762,809,261.7,"1,300",430,,,,,,,,,,,,
,26,90.5,8.172,25.22,739,"1,351",261.5,"1,300",430,,,,,,,,,,,,
,27,90,8.033,27.53,723,752,261.5,"1,300",430,,,,,,,,,,,,
TSSR12208V004,1,90.5,7.974,28.47,722,"1,355",261.4,"1,269",440,1st,26,13.44,8.03,7.23,6.69,0.482,0.98,5.47,5.2,68%,140
,2,91,7.557,28.99,688,"1,353",261.5,"1,267",440,2nd,50,,8.04,,7.06,0.483,,5.82,5.55,72%,194
,3,90.3,8,29.02,722,"1,353",261.8,"1,277",440,3rd-1,78,,8.15,,7.03,0.479,,6.02,5.84,74%,
,4,90,7.92,28.24,713,"1,351",261.8,"1,278",440,3rd-2,81,,8.3,,6.52,0.485,,6.14,5.54,74%,
,5,91,7.672,27.5,698,"1,351",261.5,"1,287",440,,,,,,,,,,,,
,6,91,7.525,27.87,684,"1,348",261.5,"1,288",440,,,,,,,,,,,,
,7,91,7.566,28.84,689,"1,354",261.4,"1,278",440,,,,,,,,,,,,
,8,90,7.757,28.39,698,"1,351",261.7,"1,292",440,,,,,,,,,,,,
,9,90.1,7.595,28.97,684,"1,348",261.6,"1,287",440,,,,,,,,,,,,
,10,90.2,7.799,29.53,704,"1,349",261.6,"1,300",440,,,,,,,,,,,,
,11,90.2,7.986,28.62,720,"1,347",261.6,"1,310",435,,,,,,,,,,,,
,12,90.2,7.923,28.73,714,"1,335",261.6,"1,325",435,,,,,,,,,,,,
,13,90,7.691,28.49,692,"1,347",261.5,"1,340",435,,,,,,,,,,,,
,14,90,7.626,27.11,687,"1,329",261.7,"1,333",435,,,,,,,,,,,,
,15,90.4,8.122,30,734,962,261.7,"1,340",435,,,,,,,,,,,,
TSSR12208V005,1,90.5,7.681,28.3,695,515,254,"1,345",460,1st,12,12.88,8.42,7.75,6.82,0.484,0.99,6.17,5.98,73%,160
,2,90,8.223,27.91,740,"1,144",254,"1,360",460,2nd,22,,8.36,,6.17,0.494,,6.12,5.94,73%,217
,3,90.5,8.15,28.66,738,"1,150",254,"1,355",465,3rd,70,,8.35,,6.58,0.492,,5.76,5.52,69%,
,4,90,7.812,30.84,703,"1,348",253.8,"1,380",465,4th,87,,8.14,,6.79,0.483,,5.64,5.59,69%,
,5,90.5,7.672,30.35,694,"1,343",253.7,"1,381",465,,,,,,,,,,,,
,6,90.5,7.958,31.38,720,"1,348",253.8,"1,377",465,,,,,,,,,,,,
,7,90.5,7.703,32.03,697,"1,350",253.8,"1,378",465,,,,,,,,,,,,
,8,90.8,8.177,29.43,743,"1,343",253.9,"1,388",460,,,,,,,,,,,,
,9,90.5,7.626,29.53,689,"1,347",253.8,"1,377",460,,,,,,,,,,,,
,10,90.5,8.039,31.19,727,"1,347",254.8,"1,352",480,,,,,,,,,,,,
,11,91,8.382,29.2,763,"1,346",254.8,"1,350",480,,,,,,,,,,,,
,12,90.4,8.296,31.93,750,"1,348",254.8,"1,355",480,,,,,,,,,,,,
,13,91,7.733,26.39,704,"1,353",254.9,"1,344",480,,,,,,,,,,,,
,14,90.4,7.818,28.34,707,"1,352",254.8,"1,342",480,,,,,,,,,,,,
,15,91,7.9,30.3,719,"1,351",254.8,"1,349",480,,,,,,,,,,,,
,16,91.5,8.04,26.39,736,"1,350",254.8,"1,341",480,,,,,,,,,,,,
,17,91,7.738,28.12,704,906,254.8,"1,340",480,,,,,,,,,,,,
TSSR12208V006,1,90.5,7.882,28.21,713,"1,321",260.4,"1,273",400,1st-1,12,13.01,8.16,7.22,6.98,0.487,0.9,5.64,5.22,69%,138
,2,90.5,8.001,24.72,724,"1,338",258.2,"1,322",410,1st-2,22,,8.76,,7.32,0.494,,5.99,5.58,68%,160
,3,91,7.835,24.44,713,"1,311",258.2,"1,335",410,2nd,54,,8.33,,6.74,0.479,,5.79,5.58,70%,
,4,90.2,8.913,24.92,804,"1,329",258.3,"1,350",410,3rd,78,,8.38,,7.04,0.489,,6,5.88,72%,
,5,90.5,7.799,25.83,706,"1,242",258.3,"1,351",415,4th,94,,8.2,,6.9,0.482,,6.15,5.91,75%,
,6,90.5,7.804,26.87,706,"1,324",258.3,"1,347",415,,,,,,,,,,,,
,7,91.5,7.557,25.82,691,"1,366",260.3,"1,191",410,,,,,,,,,,,,
,8,91,7.895,27.21,719,"1,363",260.3,"1,190",410,,,,,,,,,,,,
,9,91.5,7.663,27.32,701,"1,363",260.2,"1,205",415,,,,,,,,,,,,
,10,91,8.343,27.3,759,"1,362",260.4,"1,220",415,,,,,,,,,,,,
,11,91.5,7.892,25.95,722,"1,364",260.3,"1,232",415,,,,,,,,,,,,
,12,90.5,8.054,26.67,729,"1,360",260.4,"1,235",415,,,,,,,,,,,,
,13,91.8,7.719,26.1,709,"1,360",260.4,"1,254",415,,,,,,,,,,,,
,14,91,7.935,20.01,722,"1,353",260.4,"1,262",415,,,,,,,,,,,,
,15,91,7.922,25.01,721,"1,357",260.4,"1,262",425,,,,,,,,,,,,
,16,91,7.606,26.93,692,"1,341",260.3,"1,261",425,,,,,,,,,,,,
,17,91.3,7.693,24.55,702,"1,357",260.3,"1,265",425,,,,,,,,,,,,
TSSR12208V007,1,91,8.031,24.87,731,"1,356",259.8,"1,249",400,1st,14,13.88,8.34,7.21,6.89,0.495,1.01,5.88,5.35,71%,120
,2,91,7.545,24.68,686,"1,357",260,"1,255",400,2nd-1,48,,8.25,,7.14,0.49,,5.84,5.67,71%,290
,3,91.3,7.944,27.47,725,"1,344",260,"1,252",400,2nd-2,52,,8.14,,6.48,0.497,,5.86,5.62,72%,
,4,91.5,7.612,26.99,697,"1,359",259.8,"1,242",400,3rd,78,,8,,7.02,0.481,,5.95,5.87,74%,
,5,91.5,7.64,26.01,699,"1,316",259.8,"1,242",400,4th,90,,8.37,,6.94,0.486,,5.78,5.44,69%,
,6,91,8.068,25.9,734,"1,360",259.6,"1,255",400,,,,,,,,,,,,
,7,90.5,8.149,27.97,737,"1,360",259.9,"1,260",400,,,,,,,,,,,,
,8,90.5,7.69,28.19,696,"1,358",259.7,"1,265",400,,,,,,,,,,,,
,9,91,7.686,27.64,700,"1,358",259.8,"1,252",400,,,,,,,,,,,,
,10,91,7.911,28.67,720,"1,352",259.7,"1,260",400,,,,,,,,,,,,
,11,90.4,7.664,27.25,692,"1,352",259.6,"1,300",400,,,,,,,,,,,,
,12,91,7.974,28.19,725,"1,351",259.7,"1,303",400,,,,,,,,,,,,
,13,91,7.724,27.22,703,"1,352",259.7,"1,304",400,,,,,,,,,,,,
,14,91,7.66,27.53,697,"1,346",259.8,"1,429",430,,,,,,,,,,,,
,15,91,7.589,29.39,691,"1,338",259.8,"1,430",430,,,,,,,,,,,,
,16,91,7.747,29.1,705,"1,337",259.6,"1,440",430,,,,,,,,,,,,
,17,91,7.841,28.49,714,"1,335",259.6,"1,450",430,,,,,,,,,,,,
TSSR12208V008,1,90,8.134,27.26,690,"1,335",259.5,"1,441",430,1st,14,13.27,8.23,7.21,7.02,0.484,1.25,5.72,5.36,70%,78
,2,90.5,7.686,28.99,696,"1,335",259.6,"1,454",430,2nd-1,46,,8.34,,6.88,0.487,,5.59,5.39,67%,90
,3,90,7.616,27.18,685,"1,330",259.6,"1,450",430,2nd-2,52,,8.09,,7.09,0.485,,5.48,5.37,68%,139
,4,90.5,7.716,29.03,698,"1,333",259.6,"1,464",430,3rd,78,,7.89,,7.06,0.487,,5.44,5.06,69%,
,5,90.6,7.883,31.07,714,"1,335",259.6,"1,442",430,4th,88,,8.35,,7.23,0.477,,5.61,5.49,67%,
,6,90.2,7.951,30.28,717,"1,332",259.6,"1,440",430,,,,,,,,,,,,
,7,90.3,7.877,29.97,711,"1,333",259.5,"1,442",430,,,,,,,,,,,,
,8,90.5,7.859,30.61,711,"1,328",259.5,"1,447",430,,,,,,,,,,,,
,9,90,7.609,28.28,685,"1,340",259.7,"1,455",430,,,,,,,,,,,,
,10,90.5,7.727,30.51,699,"1,337",259.7,"1,450",430,,,,,,,,,,,,
,11,90,7.988,29.32,719,"1,326",259.6,"1,469",430,,,,,,,,,,,,
,12,90,7.878,28.1,709,"1,325",259.7,"1,474",430,,,,,,,,,,,,
,13,90,7.803,28.96,702,"1,334",259.7,"1,474",430,,,,,,,,,,,,
,14,90.2,7.627,30.05,688,"1,339",260,"1,451",430,,,,,,,,,,,,
,15,90.2,7.797,30.39,703,"1,336",260,"1,455",430,,,,,,,,,,,,
,16,91,7.6,29.45,692,"1,337",259.3,"1,452",430,,,,,,,,,,,,
,17,90.5,7.504,29.32,682,"1,337",259.4,"1,445",430,,,,,,,,,,,,
,18,90.3,8.075,26.51,626,150,259.4,"1,450",430,,,,,,,,,,,,
TSSR12208V009,1,91,7.582,26.22,690,225,260,"1,277",400,1st-1,14,13.7,8.4,7.45,7.19,0.492,1.17,5.81,5.61,69%,203
,2,90,7.523,27.28,677,447,261.1,"1,315",400,1st-2,20,,7.95,,6.94,0.482,,5.63,5.31,71%,171
,3,90,7.608,28.05,685,"1,320",261.2,"1,339",400,2nd,46,,8.36,,6.68,0.489,,5.99,5.84,72%,115
,4,91,7.695,27.47,700,"1,357",261.2,"1,209",410,3rd-1,58,,8.29,,6.49,0.496,,5.61,5.44,68%,
,5,90.4,7.868,28.34,711,"1,356",261.2,"1,213",410,3rd-2,78,,8.26,,6.69,0.488,,5.45,5.2,66%,
